id,severity,start_time,end_time,location,city,state,zipcode,country,weather_condition,temperature_f,visibility_mi,precipitation_in,traffic_signal,crossing,junction,stop,railway,created_at
4113,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4114,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4115,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4116,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4117,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4118,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4119,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4120,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4121,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4122,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4123,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4124,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4125,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4126,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4127,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4128,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4129,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4130,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4131,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4132,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4133,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4134,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4135,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4136,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4137,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4138,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4139,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4140,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4141,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4142,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4143,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4144,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4145,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4146,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4147,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4148,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4149,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4150,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4151,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4152,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4153,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4154,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4155,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4156,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4157,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4158,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4159,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4160,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4161,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4162,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4163,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4164,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4165,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4166,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4167,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4168,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4169,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4170,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4171,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4172,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4173,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4174,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4175,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4176,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4177,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4178,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4179,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4180,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4181,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4182,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4183,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4184,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4185,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4186,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4187,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4188,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4189,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4190,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4191,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4192,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4193,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4194,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4195,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4196,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4197,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4198,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4199,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4200,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4201,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4202,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4203,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4204,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4205,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4206,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4207,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4208,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4209,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4210,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4211,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4212,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4213,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4214,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4215,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4216,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4217,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4218,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4219,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4220,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4221,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4222,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4223,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4224,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4225,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4226,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4227,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4228,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4229,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4230,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4231,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4232,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4233,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4234,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4235,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4236,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4237,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4238,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4239,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4240,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4241,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4242,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4243,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4244,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4245,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4246,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4247,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4248,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4249,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4250,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4251,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4252,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4253,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4254,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4255,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4256,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4257,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4258,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4259,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4260,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4261,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4262,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4263,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4264,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4265,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4266,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4267,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4268,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4269,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4270,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4271,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4272,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4273,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4274,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4275,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4276,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4277,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4278,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4279,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4280,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4281,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4282,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4283,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4284,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4285,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4286,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4287,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4288,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4289,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4290,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4291,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4292,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4293,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4294,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4295,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4296,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4297,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4298,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4299,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4300,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4301,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4302,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4303,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4304,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4305,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4306,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4307,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4308,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4309,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4310,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4311,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4312,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4313,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4314,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4315,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4316,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4317,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4318,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4319,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4320,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4321,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4322,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4323,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4324,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4325,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4326,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4327,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4328,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4329,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4330,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4331,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4332,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4333,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4334,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4335,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4336,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4337,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4338,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4339,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4340,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4341,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4342,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4343,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4344,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4345,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4346,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4347,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4348,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4349,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4350,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4351,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4352,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4353,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4354,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4355,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4356,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4357,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4358,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4359,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4360,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4361,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4362,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4363,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4364,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4365,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4366,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4367,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4368,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4369,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4370,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4371,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4372,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4373,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4374,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4375,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4376,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4377,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4378,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4379,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4380,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4381,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4382,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4383,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4384,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4385,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4386,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4387,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4388,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4389,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4390,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4391,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4392,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4393,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4394,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4395,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4396,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4397,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4398,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4399,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4400,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4401,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4402,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4403,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4404,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4405,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4406,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4407,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4408,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4409,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4410,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4411,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4412,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4413,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4414,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4415,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4416,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4417,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4418,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4419,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4420,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4421,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4422,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4423,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4424,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4425,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4426,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4427,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4428,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4429,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4430,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4431,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4432,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4433,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4434,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4435,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4436,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4437,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4438,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4439,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4440,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4441,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4442,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4443,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4444,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4445,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4446,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4447,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4448,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4449,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4450,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4451,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4452,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4453,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4454,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4455,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4456,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4457,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4458,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4459,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4460,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4461,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4462,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4463,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4464,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4465,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4466,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4467,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4468,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4469,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4470,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4471,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4472,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4473,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4474,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4475,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4476,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4477,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4478,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4479,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4480,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4481,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4482,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4483,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4484,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
4485,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4486,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4487,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4488,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4489,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4490,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4491,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4492,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
4493,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
4494,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4495,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4496,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
4497,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
4498,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4499,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
4500,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
4501,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
4502,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
4503,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
4504,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
