country,year,month,day_of_week,time_of_day,urban_rural,road_type,weather_conditions,visibility_level,number_of_vehicles_involved,speed_limit,driver_age_group,driver_gender,driver_alcohol_level,driver_fatigue,vehicle_condition,pedestrians_involved,cyclists_involved,severity,number_of_injuries,number_of_fatalities,emergency_response_time,traffic_volume,road_condition,accident_cause,insurance_claims,medical_cost,economic_loss,region,population_density,city,weather_condition,temperature_f,visibility_mi,categoria_visibilidad,categoria_temperatura
Australia,2024,February,Saturday,Night,Urban,Street,Foggy,182.26719592417504,3,43,41-60,Male,0.0111043700910084,1,Poor,0,2,2,1,0,52.21856278232506,3546.1021484055805,Snow-covered,Distracted Driving,2,26772.09768114644,19280.06103018656,Australia,855.8340956267654,Bogotá,Neblina,69.71873489278167,4.8078418388893,Baja (2-5 mi),Cálida (60-80°F)
USA,2010,June,Friday,Night,Rural,Main Road,Clear,446.517151882108,2,56,18-25,Male,0.0081271311960798,0,Moderate,2,0,2,13,0,56.40567403425275,8952.585742180685,Wet,Mechanical Failure,1,8300.180232469174,18916.41372381358,North America,1187.7180075722365,Bogotá,Nublado,50.279978969402464,9.32297962154147,Media (5-10 mi),Templada (40-60°F)
Japan,2013,November,Friday,Night,Urban,Highway,Clear,276.6707944272126,3,90,61+,Male,0.1230380281314243,1,Moderate,1,1,2,5,3,53.6080640508598,992.1168163798416,Icy,Mechanical Failure,5,49617.42472087319,26169.912610109997,Asia,846.5024166126639,Barranquilla,Despejado,88.62693732073035,9.413611843786532,Media (5-10 mi),Muy Cálida (>80°F)
USA,2024,October,Sunday,Morning,Rural,Main Road,Rainy,182.27670577304815,1,67,41-60,Female,0.206781414361817,0,Moderate,2,1,2,17,0,11.855072474894186,3971.8021206588137,Wet,Speeding,4,21458.493288100744,90062.07445673709,South America,2512.1428889800263,Medellín,Despejado,94.1822228460728,2.988459862764681,Baja (2-5 mi),Muy Cálida (>80°F)
Canada,2020,March,Thursday,Morning,Rural,Highway,Rainy,456.5277417249654,2,76,<18,Female,0.0497762456016907,0,Good,0,2,2,8,1,47.75750793743347,1008.1929483629294,Snow-covered,Drunk Driving,7,46828.78187793824,6531.607199385621,Australia,4917.549508309496,Cartagena,Despejado,90.65377536068297,4.835130189788085,Baja (2-5 mi),Muy Cálida (>80°F)
USA,2011,April,Wednesday,Afternoon,Rural,Highway,Windy,289.61245652351533,2,90,26-40,Female,0.0922323476607178,0,Good,2,2,2,10,3,30.307789021560808,8633.45576500977,Icy,Drunk Driving,1,49779.10654215988,12213.770611979266,Asia,2360.411562576483,Medellín,Despejado,56.616375888181395,3.9986160488688083,Baja (2-5 mi),Templada (40-60°F)
Russia,2009,November,Thursday,Evening,Rural,Street,Foggy,165.13129698574846,4,105,61+,Female,0.132728681836684,1,Good,2,0,2,10,0,12.15568755328901,2031.4617490594496,Wet,Mechanical Failure,1,21045.063072257075,41896.326745408165,South America,1061.7228347463856,Medellín,Despejado,65.13997218870063,7.241083775002751,Media (5-10 mi),Cálida (60-80°F)
Canada,2019,May,Wednesday,Evening,Rural,Highway,Rainy,173.6766145177794,2,39,<18,Female,0.0171240430811265,1,Moderate,0,0,2,16,1,56.99849113041594,9627.67132518407,Dry,Weather,2,12369.722295015994,17832.434788477916,Australia,2471.960634267077,Medellín,Nublado,68.61076304841507,6.907390750322333,Media (5-10 mi),Cálida (60-80°F)
Brazil,2006,December,Sunday,Morning,Urban,Highway,Windy,367.6841846840471,2,105,41-60,Male,0.01083312168466,0,Good,2,1,2,14,3,46.733792444673526,4311.953990934968,Snow-covered,Mechanical Failure,9,42345.35309597244,37774.99193925704,North America,68.97199446103461,Medellín,Neblina,78.61328825920862,0.711687582125951,Muy Baja (0-2 mi),Cálida (60-80°F)
Germany,2012,July,Saturday,Morning,Urban,Main Road,Foggy,439.1342317514325,3,49,18-25,Male,0.2353240281866596,0,Good,0,2,2,13,4,44.90601011582058,2456.5182595457472,Snow-covered,Speeding,6,15351.497778045536,35958.97675912428,South America,3519.0546669988385,Bogotá,Despejado,75.97874406847923,7.9744953026028265,Media (5-10 mi),Cálida (60-80°F)
India,2011,March,Monday,Morning,Urban,Main Road,Windy,64.10863916168303,2,106,41-60,Male,0.0174796629397689,1,Moderate,0,2,2,14,2,36.38421752501953,3819.894688378397,Snow-covered,Distracted Driving,1,30135.34271530005,35117.56632168168,North America,871.6104795582753,Cali,Neblina,64.62765033613722,4.690494720602669,Baja (2-5 mi),Cálida (60-80°F)
Australia,2017,June,Saturday,Night,Rural,Street,Clear,214.88477115318685,1,74,18-25,Female,0.2474868381032846,1,Moderate,0,0,2,7,0,33.10005493409927,4450.366312580075,Wet,Weather,2,15407.598547676756,50911.47478914588,Asia,2220.555538693734,Bogotá,Neblina,64.38969798674539,5.648947257362202,Media (5-10 mi),Cálida (60-80°F)
China,2011,January,Friday,Evening,Rural,Street,Windy,469.08763080819296,1,108,18-25,Male,0.0413680682797547,1,Good,2,0,2,1,2,33.73169835008643,4665.960612027212,Icy,Drunk Driving,2,37752.80796623579,82257.55761154549,Europe,528.9199599415145,Barranquilla,Despejado,76.91194639945192,9.860418266333982,Media (5-10 mi),Cálida (60-80°F)
Germany,2007,June,Thursday,Night,Rural,Main Road,Rainy,400.0652081307463,1,54,26-40,Female,0.0508280147416511,1,Poor,2,1,2,11,4,59.24577106082137,8512.957360672095,Icy,Speeding,0,29814.577250170507,24213.484635142908,North America,2922.993977642521,Bogotá,Neblina,78.59873867293018,1.089296644661842,Muy Baja (0-2 mi),Cálida (60-80°F)
Canada,2013,July,Tuesday,Evening,Urban,Street,Foggy,405.9540218798701,4,108,41-60,Female,0.0978490706942408,1,Good,2,1,2,16,4,38.348720678004014,2153.354872137593,Wet,Weather,7,20718.05483604153,24454.488187987758,South America,2210.7379828025064,Cali,Despejado,68.16833341305806,4.449968366803214,Baja (2-5 mi),Cálida (60-80°F)
Germany,2009,October,Sunday,Afternoon,Rural,Main Road,Rainy,344.38245479273854,1,83,61+,Female,0.1178165827119595,1,Moderate,0,2,2,16,1,23.230095980536383,4006.734815042269,Icy,Speeding,7,29039.050677513704,6399.210799120178,North America,4381.232294083784,Cartagena,Despejado,64.09250729897803,6.381721264259211,Media (5-10 mi),Cálida (60-80°F)
Japan,2002,September,Friday,Afternoon,Rural,Main Road,Rainy,333.13751106241114,1,44,18-25,Female,0.0532730251731239,0,Moderate,2,1,2,18,2,26.280295641033696,5389.095953690615,Icy,Distracted Driving,7,33445.19983001442,32512.656820942204,South America,556.1912206004511,Bogotá,Lluvia Fuerte,67.62800648905908,3.8165308050870563,Baja (2-5 mi),Cálida (60-80°F)
Brazil,2008,February,Friday,Night,Urban,Main Road,Snowy,254.34052971853308,3,106,18-25,Female,0.0566330289700518,1,Poor,0,1,2,17,4,51.25258662704056,3353.9266906810576,Icy,Mechanical Failure,8,16088.741838513044,81372.08181917132,Australia,3357.720820796997,Cali,Despejado,82.5486353530317,4.220689712967188,Baja (2-5 mi),Muy Cálida (>80°F)
Russia,2013,March,Wednesday,Evening,Rural,Street,Rainy,483.3644738778389,2,80,61+,Male,0.1524964335939541,1,Poor,1,0,2,17,1,8.16688925420126,7789.766739108662,Wet,Distracted Driving,1,12158.7406558289,28029.615301212307,Asia,1000.2219565077914,Cartagena,Despejado,59.35920810446541,3.7316197460910683,Baja (2-5 mi),Templada (40-60°F)
India,2007,July,Tuesday,Afternoon,Rural,Street,Windy,456.74154521219873,1,102,41-60,Female,0.2433264948001883,0,Good,0,2,2,5,2,41.48869524824994,7261.615078092013,Dry,Speeding,1,33548.6632520136,96654.70519169528,South America,3362.3410198580123,Cartagena,Lluvia Leve,77.61410928479565,9.051988997425774,Media (5-10 mi),Cálida (60-80°F)
USA,2020,November,Tuesday,Afternoon,Urban,Main Road,Snowy,467.5132842315201,1,111,18-25,Female,0.0374790037423505,0,Moderate,2,1,2,7,3,51.57025577002902,3363.46417845122,Wet,Mechanical Failure,9,40797.89978034385,34736.201606277755,South America,331.53636299853963,Barranquilla,Nublado,91.86246868349988,2.3771473251053465,Baja (2-5 mi),Muy Cálida (>80°F)
Germany,2019,December,Sunday,Evening,Urban,Main Road,Foggy,271.9969688603978,4,78,26-40,Male,0.0283415404496205,1,Good,2,2,2,8,3,40.14784710847788,7432.014964347189,Wet,Weather,1,1836.057284020071,32197.480363065024,Europe,1703.73356969546,Medellín,Lluvia Leve,90.19085911373179,1.2118347392029671,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Germany,2017,February,Wednesday,Morning,Rural,Street,Foggy,476.4576841631633,2,114,61+,Male,0.1478060324375039,0,Moderate,2,0,2,0,1,43.19009931519983,5612.787780905078,Snow-covered,Weather,5,6801.954668733085,25647.51652780414,Asia,190.17858882742527,Cartagena,Despejado,57.83396804560712,2.177826797757679,Baja (2-5 mi),Templada (40-60°F)
China,2003,April,Sunday,Morning,Rural,Street,Snowy,260.42301621865585,3,37,41-60,Female,0.145416381216975,0,Poor,2,2,2,17,2,41.478590686177526,1206.9630470159636,Icy,Mechanical Failure,5,26987.468326097376,46035.67321048263,Europe,4285.52298136952,Cali,Lluvia Leve,50.79537959121743,4.410142785544831,Baja (2-5 mi),Templada (40-60°F)
Brazil,2016,October,Saturday,Morning,Rural,Highway,Rainy,384.8738841728159,4,41,18-25,Female,0.1596657866114135,1,Good,0,2,2,18,1,6.355273357893722,5257.922171772236,Icy,Mechanical Failure,5,25537.20397881304,84887.45509932945,South America,4918.145091929449,Bogotá,Lluvia Leve,68.22724496671817,5.852512948748381,Media (5-10 mi),Cálida (60-80°F)
Russia,2008,December,Wednesday,Afternoon,Rural,Highway,Rainy,116.13922287241236,3,50,<18,Female,0.1097411610762419,0,Good,0,0,2,17,0,11.59206850296356,9504.631722180698,Snow-covered,Drunk Driving,7,10004.120613767052,78609.4895649464,Asia,505.3054843869837,Cali,Nublado,58.31684774769234,8.42102765855182,Media (5-10 mi),Templada (40-60°F)
China,2024,July,Tuesday,Afternoon,Rural,Main Road,Rainy,72.24913033598312,3,103,61+,Female,0.1728669832240688,0,Good,0,1,2,18,4,16.04192286055235,1408.8884556713288,Wet,Mechanical Failure,0,6840.778657154991,9037.400919103547,Asia,3867.322751295648,Barranquilla,Neblina,82.56751605584478,2.8530528176633165,Baja (2-5 mi),Muy Cálida (>80°F)
China,2006,July,Monday,Afternoon,Rural,Street,Clear,175.44337123805377,4,107,<18,Male,0.0321507427213537,0,Poor,1,0,2,13,1,14.258474103838813,3061.7109064587908,Icy,Distracted Driving,9,26031.148582525748,98217.02825673464,North America,1656.9592967323715,Bogotá,Lluvia Fuerte,56.2613348538136,8.05788641477875,Media (5-10 mi),Templada (40-60°F)
Brazil,2004,January,Monday,Morning,Rural,Street,Clear,422.2995141388328,4,102,18-25,Male,0.237446882348424,0,Poor,1,2,2,12,4,57.4295108068208,2787.57738749429,Wet,Drunk Driving,0,14887.029753195528,8995.300039754982,North America,2887.465132069815,Cali,Nublado,90.38438064956193,4.198833582252764,Baja (2-5 mi),Muy Cálida (>80°F)
UK,2007,June,Saturday,Evening,Urban,Street,Rainy,230.26348605491444,4,51,26-40,Female,0.0739803682195791,0,Poor,1,2,2,14,2,32.86067991659107,6254.381920437397,Icy,Drunk Driving,5,20997.82873645912,24650.607116251053,Australia,2656.792910400272,Cartagena,Lluvia Leve,68.29131219337427,7.865671228935689,Media (5-10 mi),Cálida (60-80°F)
Canada,2008,April,Wednesday,Afternoon,Rural,Highway,Windy,274.96648449151326,3,51,<18,Female,0.0869783090059214,0,Good,0,1,2,11,3,42.05862657681629,6983.411229510429,Snow-covered,Weather,5,47386.599345350674,33237.724020776586,South America,2083.1594925956783,Cali,Despejado,94.58934645332685,8.258136191060252,Media (5-10 mi),Muy Cálida (>80°F)
Australia,2024,March,Sunday,Night,Rural,Street,Rainy,358.60994249215514,4,104,61+,Female,0.0946596994670288,1,Poor,1,1,2,0,1,40.68673926203256,1672.5515236123358,Wet,Speeding,4,15001.56813786293,97848.8065234699,South America,2913.0788793960164,Cartagena,Neblina,86.20053654752013,3.6796832509269253,Baja (2-5 mi),Muy Cálida (>80°F)
Canada,2009,April,Saturday,Morning,Rural,Highway,Rainy,63.342665676287865,2,44,61+,Male,0.2420717281355927,0,Good,0,2,2,7,3,43.28800910150827,404.7021146749073,Wet,Mechanical Failure,1,33443.05986605995,4888.377384381449,South America,952.6636449430764,Bogotá,Despejado,70.80480354132021,0.7404154847679207,Muy Baja (0-2 mi),Cálida (60-80°F)
Brazil,2000,December,Tuesday,Afternoon,Urban,Street,Snowy,146.18024977031638,4,53,26-40,Female,0.0627835658054348,0,Moderate,0,0,2,7,4,12.22768907447887,5393.088655281642,Icy,Mechanical Failure,2,45108.50495838607,52049.82147054329,Australia,2026.555348756585,Medellín,Lluvia Leve,84.6594742128668,1.1403349888855299,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Japan,2024,May,Monday,Evening,Urban,Highway,Windy,488.026578826021,3,65,26-40,Male,0.1491680939059466,0,Moderate,1,2,2,5,0,35.855569012725795,440.95334848555177,Wet,Speeding,1,7674.248717793021,95850.16380052174,Australia,3054.0809444434567,Cali,Neblina,64.4582456090946,0.7231646327849103,Muy Baja (0-2 mi),Cálida (60-80°F)
Australia,2016,August,Thursday,Morning,Rural,Highway,Windy,490.0571234246544,3,103,26-40,Female,0.0006664224132841,1,Good,1,2,2,19,4,52.33764324622388,2738.2482682354844,Icy,Drunk Driving,0,18467.731142384266,60124.12839889622,Asia,468.4031265393221,Barranquilla,Lluvia Leve,72.14862390236664,8.042577234069281,Media (5-10 mi),Cálida (60-80°F)
India,2014,April,Monday,Afternoon,Rural,Street,Rainy,141.62657618510482,3,52,18-25,Female,0.1961230024303485,1,Moderate,0,0,2,8,3,25.02867008759358,9387.873277761004,Dry,Distracted Driving,3,45400.82664631359,30602.929894280587,Asia,3740.35373065945,Bogotá,Nublado,85.24063853309158,0.5151598695532831,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Brazil,2005,April,Wednesday,Night,Rural,Street,Rainy,423.9268805269098,3,79,61+,Female,0.2023219558167637,0,Good,2,1,2,9,4,48.20827526421149,5758.615988176051,Icy,Mechanical Failure,5,30543.22132774676,84233.02070845108,Australia,3589.0741427870007,Cartagena,Neblina,58.922076293987736,4.463338156093428,Baja (2-5 mi),Templada (40-60°F)
Germany,2007,January,Wednesday,Afternoon,Urban,Main Road,Foggy,267.82146063793726,2,46,<18,Female,0.1755881922773412,0,Moderate,0,1,2,3,2,57.37633289622512,9563.48471724096,Snow-covered,Weather,7,44452.01012351141,51724.4271614985,Australia,4094.181961010506,Bogotá,Nublado,75.24730347634826,7.4754305738460465,Media (5-10 mi),Cálida (60-80°F)
Russia,2024,January,Sunday,Evening,Rural,Main Road,Windy,463.3496137931756,3,76,61+,Male,0.1142405608543349,1,Poor,2,0,2,15,3,34.74096417451915,9956.576728259126,Dry,Mechanical Failure,2,11541.027530367855,17970.930843419545,Asia,950.3029638074288,Cartagena,Lluvia Leve,52.838613359783345,1.3644853340469396,Muy Baja (0-2 mi),Templada (40-60°F)
Russia,2007,June,Saturday,Evening,Urban,Highway,Windy,148.3193362139926,1,114,41-60,Male,0.2357650458877513,1,Moderate,1,1,2,19,2,30.048716062096272,365.7861721542921,Icy,Weather,9,48848.390329678,26686.50361835835,Europe,4320.063150342378,Bogotá,Lluvia Leve,82.52599272343534,8.36882253939128,Media (5-10 mi),Muy Cálida (>80°F)
India,2003,April,Saturday,Night,Urban,Main Road,Windy,127.71078073447649,4,99,26-40,Female,0.0302197955301353,1,Good,1,2,2,5,3,38.22221426852615,310.7172098070505,Wet,Drunk Driving,0,13796.910287765211,52388.62754441802,Australia,270.1902540678643,Medellín,Lluvia Leve,57.02663301642975,2.389661065456309,Baja (2-5 mi),Templada (40-60°F)
Russia,2019,January,Sunday,Evening,Urban,Street,Snowy,215.66162653603277,2,82,18-25,Female,0.13132357632969,0,Good,1,0,2,6,0,53.79039087290473,7062.416759857899,Wet,Drunk Driving,4,11585.679952564447,49825.46298888387,Europe,3717.0879859550505,Cartagena,Despejado,92.23021047693413,5.425119118578334,Media (5-10 mi),Muy Cálida (>80°F)
Australia,2011,May,Saturday,Night,Rural,Highway,Windy,249.2029360534219,2,33,<18,Male,0.1575015633136055,1,Good,2,1,2,2,4,58.37556507569043,2769.648964765634,Wet,Weather,5,46307.7191161121,67879.5580604655,Australia,743.3392223067103,Cali,Nublado,78.75975669958135,9.92315422753341,Media (5-10 mi),Cálida (60-80°F)
Germany,2020,June,Monday,Afternoon,Urban,Street,Foggy,92.34283716611124,2,43,61+,Male,0.1553140161641586,0,Poor,0,0,2,0,4,31.26004114566785,9552.694467247862,Dry,Weather,4,39548.40936109306,78958.54183068693,South America,1467.6456986236983,Bogotá,Lluvia Leve,81.80623258072754,3.47479743480334,Baja (2-5 mi),Muy Cálida (>80°F)
USA,2017,April,Thursday,Afternoon,Urban,Main Road,Rainy,181.2406704769953,1,85,26-40,Female,0.2239156920780357,0,Poor,0,0,2,5,4,41.03817543748171,6142.07451202785,Wet,Speeding,9,25598.80052253895,45561.55802867308,Asia,3331.533870050488,Barranquilla,Neblina,56.25769199168285,2.1542721583355826,Baja (2-5 mi),Templada (40-60°F)
Japan,2018,October,Friday,Night,Rural,Street,Foggy,318.90085060233207,4,104,61+,Male,0.0744007193602346,0,Good,1,1,2,12,2,6.860859857033011,2189.820856665995,Snow-covered,Drunk Driving,3,42213.424659868506,19047.825458424515,South America,979.1169218882388,Bogotá,Lluvia Fuerte,56.63678242005962,3.3492543292609884,Baja (2-5 mi),Templada (40-60°F)
Japan,2002,January,Monday,Night,Rural,Street,Windy,371.1443308582763,4,81,61+,Male,0.0278702608424444,1,Poor,2,1,2,9,3,32.398279071754416,109.62407385557336,Wet,Weather,2,3666.806140221858,28067.099737672237,South America,1069.9688217020982,Medellín,Lluvia Leve,64.95187437353235,1.1376594467761258,Muy Baja (0-2 mi),Cálida (60-80°F)
USA,2004,March,Saturday,Afternoon,Rural,Main Road,Foggy,498.6351429210797,3,79,26-40,Male,0.0699592787830784,0,Good,1,2,2,4,1,49.80722395365745,8496.225235733196,Icy,Mechanical Failure,9,7925.353764102651,10159.266588493889,Australia,2427.682999315429,Medellín,Nublado,73.28453865351457,7.973289528741352,Media (5-10 mi),Cálida (60-80°F)
Brazil,2008,August,Thursday,Afternoon,Urban,Street,Clear,436.5682892374364,4,80,<18,Female,0.0675504658378579,0,Good,1,0,2,15,3,48.96609607426608,8310.191843067181,Icy,Drunk Driving,6,10241.619587987028,47569.27289817447,Australia,2293.5160682649475,Barranquilla,Lluvia Leve,83.93961006306964,7.811484369016855,Media (5-10 mi),Muy Cálida (>80°F)
Brazil,2000,April,Saturday,Afternoon,Urban,Main Road,Snowy,439.1829370323672,2,53,26-40,Male,0.2358416699196897,0,Poor,1,0,2,9,4,45.50329080049686,3255.4921796147914,Icy,Speeding,5,35106.150043572256,21219.482904128407,North America,665.179375159143,Barranquilla,Nublado,79.0044489421772,7.407422843053325,Media (5-10 mi),Cálida (60-80°F)
India,2008,August,Saturday,Evening,Rural,Main Road,Rainy,493.2486910291288,2,39,18-25,Male,0.1185453296251025,0,Poor,0,1,2,16,3,8.466001601276798,4089.306216927618,Snow-covered,Drunk Driving,2,30410.63057581369,52496.023036290426,Asia,4090.991439455067,Cartagena,Nublado,89.1495048978073,6.656570295630731,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2020,August,Sunday,Evening,Urban,Main Road,Windy,268.92254377613426,1,38,<18,Male,0.2371292515248643,1,Poor,2,2,2,0,3,20.697634589518536,915.9070150666028,Icy,Drunk Driving,2,4765.820695748986,1315.7319029403054,South America,4269.861759577407,Barranquilla,Lluvia Leve,62.48488690242035,7.2896765857647,Media (5-10 mi),Cálida (60-80°F)
UK,2010,October,Tuesday,Night,Urban,Highway,Rainy,91.35266030536066,3,66,61+,Male,0.0671037784747085,0,Moderate,0,1,2,19,1,47.8300728991991,4017.061005770566,Snow-covered,Speeding,8,18360.574928140515,45482.36870329647,Australia,2001.0157046086904,Cali,Lluvia Fuerte,64.78470777719444,4.650750834559362,Baja (2-5 mi),Cálida (60-80°F)
UK,2015,September,Thursday,Morning,Rural,Main Road,Snowy,250.63604382706455,1,88,41-60,Male,0.1385082846749986,0,Moderate,0,0,2,17,3,27.56703282085901,2535.0335247251187,Icy,Weather,7,34769.011736270004,71859.62177667567,South America,797.7279010714543,Cartagena,Neblina,57.324223240856945,7.520226749332352,Media (5-10 mi),Templada (40-60°F)
Japan,2023,May,Sunday,Morning,Rural,Street,Snowy,309.6644888112927,3,80,<18,Male,0.2184375697955401,1,Good,2,0,2,2,0,46.68505372203304,4038.8173897181696,Wet,Mechanical Failure,7,21698.9308467626,39794.992155892935,Australia,598.083316898184,Cartagena,Neblina,91.27978622373686,9.630595003485396,Media (5-10 mi),Muy Cálida (>80°F)
India,2010,November,Monday,Morning,Urban,Street,Snowy,490.5086732521208,3,104,18-25,Female,0.1880762969749713,0,Poor,1,0,2,5,3,44.216733927876064,5302.178090507336,Dry,Weather,2,2204.519087540776,48635.89421247372,Europe,996.9785423826016,Bogotá,Lluvia Leve,88.87134655486345,7.472074398612377,Media (5-10 mi),Muy Cálida (>80°F)
Australia,2023,May,Friday,Night,Rural,Highway,Clear,216.51340028969375,2,47,18-25,Female,0.2220982102950601,1,Poor,1,0,2,7,3,30.3032268844942,4330.001366104199,Snow-covered,Drunk Driving,9,32143.810506974663,47963.63182038274,Europe,3710.106151815303,Barranquilla,Lluvia Fuerte,52.79163416684242,3.6250444528894024,Baja (2-5 mi),Templada (40-60°F)
UK,2002,May,Sunday,Evening,Rural,Highway,Foggy,434.99711705634354,4,74,61+,Male,0.0369870744312563,1,Good,2,1,2,19,2,18.743755365911603,9183.726276034922,Dry,Speeding,1,17051.807424531504,98318.5480377189,Europe,4432.678767276,Bogotá,Lluvia Fuerte,90.00312543676046,2.811170935196594,Baja (2-5 mi),Muy Cálida (>80°F)
Canada,2020,February,Saturday,Afternoon,Rural,Street,Foggy,182.0584528477232,2,117,<18,Female,0.2237332558217234,1,Moderate,2,0,2,10,4,10.327122815234777,6574.263513266437,Snow-covered,Speeding,0,26159.999681274014,8816.93156793455,Australia,4717.489852726998,Cartagena,Lluvia Fuerte,51.1207995800504,1.3388242850720207,Muy Baja (0-2 mi),Templada (40-60°F)
Germany,2004,January,Wednesday,Afternoon,Urban,Street,Foggy,296.9093764306933,1,41,18-25,Female,0.1713566406527366,1,Moderate,0,0,2,13,2,51.38784404784919,5311.676732445129,Icy,Speeding,4,15766.296019025118,43766.25513699707,North America,445.1167651348208,Cali,Nublado,80.7129503811952,8.075890264051402,Media (5-10 mi),Muy Cálida (>80°F)
India,2018,April,Monday,Night,Rural,Highway,Foggy,136.30976845554252,4,37,26-40,Male,0.1210542181281247,0,Good,0,1,2,7,0,47.03155970568341,2003.3528579878616,Icy,Speeding,3,21910.257402756844,50644.57375123453,North America,2423.450903444525,Barranquilla,Despejado,88.56018222021908,2.603484486826231,Baja (2-5 mi),Muy Cálida (>80°F)
India,2012,September,Monday,Evening,Rural,Street,Clear,452.7812226767886,4,44,<18,Female,0.0651006152895149,1,Good,0,2,2,10,4,33.83337208318606,6952.369966666189,Dry,Speeding,6,16294.565274058225,31987.34084480624,South America,521.1369411081697,Bogotá,Neblina,70.53467694884918,7.725903991074732,Media (5-10 mi),Cálida (60-80°F)
Japan,2002,September,Friday,Afternoon,Urban,Main Road,Foggy,460.4747761156907,4,114,18-25,Male,0.1673022412468032,0,Good,1,1,2,4,2,23.541813970442444,4314.586641493125,Dry,Weather,6,41182.97983423843,5559.4348680502535,North America,3260.48141632347,Medellín,Despejado,85.70443921127617,1.78541056456889,Muy Baja (0-2 mi),Muy Cálida (>80°F)
China,2021,August,Wednesday,Night,Urban,Street,Rainy,461.8900309136004,4,69,18-25,Female,0.1740990433034549,1,Poor,1,1,2,17,2,49.741898229043024,6499.360555985692,Icy,Drunk Driving,9,31033.37935670584,63465.96644664415,Asia,685.8142325783016,Cartagena,Neblina,59.41164819280379,1.7172906117783455,Muy Baja (0-2 mi),Templada (40-60°F)
Russia,2022,February,Monday,Evening,Rural,Street,Rainy,167.78543841875234,2,102,<18,Male,0.2177944394014895,1,Good,0,0,2,5,4,38.75756363505443,4370.697748439947,Snow-covered,Drunk Driving,5,45920.37117514032,63266.20769923768,Asia,4668.8572709043165,Medellín,Nublado,94.50398814811412,5.145688355251359,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2007,December,Thursday,Morning,Rural,Main Road,Windy,335.6622264917126,1,82,61+,Female,0.2171700222237636,0,Poor,1,1,2,10,0,56.37800974447136,5494.057450246651,Icy,Mechanical Failure,9,8145.033204741437,50469.15017442376,Australia,77.86697358578192,Bogotá,Neblina,68.78869279215287,9.25902642632547,Media (5-10 mi),Cálida (60-80°F)
Canada,2024,March,Monday,Morning,Urban,Street,Windy,279.2141895796415,2,41,61+,Female,0.1302245448902773,1,Good,1,0,2,0,4,12.439612165719964,6962.539898401431,Snow-covered,Mechanical Failure,5,22569.268146574355,97107.0593621296,Asia,2885.9241371536878,Cali,Lluvia Fuerte,64.25299764709317,9.26493197492346,Media (5-10 mi),Cálida (60-80°F)
Germany,2022,May,Tuesday,Morning,Rural,Main Road,Windy,341.51860639150846,1,72,26-40,Male,0.2080127816320832,0,Poor,2,0,2,6,2,47.12409716443282,8253.086245077004,Wet,Weather,7,41154.25926591596,64841.85101907109,Australia,2657.018238255183,Medellín,Despejado,83.98541947367282,3.216468920528274,Baja (2-5 mi),Muy Cálida (>80°F)
USA,2001,May,Monday,Afternoon,Urban,Street,Snowy,284.69814733525925,3,46,<18,Female,0.034649414274153,1,Poor,0,0,2,16,1,52.13832910202475,2646.3691160260946,Snow-covered,Distracted Driving,0,41677.85359336174,45048.98619572104,North America,4030.196514096783,Barranquilla,Neblina,52.70738735272972,2.612939559413824,Baja (2-5 mi),Templada (40-60°F)
Australia,2012,August,Saturday,Night,Rural,Main Road,Foggy,253.80238031864468,2,115,41-60,Female,0.1603952510437914,1,Poor,0,2,2,12,3,34.47799371320342,9135.41577705435,Dry,Speeding,2,2025.663070665862,74026.23059552176,Asia,1758.835458882868,Bogotá,Despejado,75.90805394204403,2.232297266070905,Baja (2-5 mi),Cálida (60-80°F)
India,2009,January,Saturday,Morning,Rural,Street,Snowy,222.0686958600299,1,34,18-25,Female,0.2283138725607431,0,Poor,0,0,2,11,0,50.62543407072764,8493.458175164442,Dry,Drunk Driving,7,30955.56310780604,55456.09882160079,South America,57.638644794374805,Cartagena,Lluvia Leve,80.73852086223688,5.256841369145791,Media (5-10 mi),Muy Cálida (>80°F)
Germany,2004,January,Sunday,Night,Rural,Street,Foggy,203.00133832090305,1,47,41-60,Male,0.2317662694552905,0,Poor,0,1,2,13,2,29.29627362333281,5166.887346772834,Icy,Distracted Driving,3,42920.38171488841,95204.33630759538,Asia,864.2576971620331,Barranquilla,Lluvia Leve,52.21478309370405,5.213233161525673,Media (5-10 mi),Templada (40-60°F)
Germany,2016,August,Saturday,Evening,Urban,Street,Foggy,440.91563925641856,4,88,41-60,Female,0.1395111662658198,0,Poor,1,0,2,19,3,25.914721521250115,8612.611548628338,Wet,Speeding,9,18132.676123664314,22705.0116443613,Europe,681.7611093301958,Barranquilla,Lluvia Fuerte,82.41300999675323,7.797999744734381,Media (5-10 mi),Muy Cálida (>80°F)
Russia,2017,October,Wednesday,Night,Urban,Street,Foggy,83.93199443192742,3,69,41-60,Female,0.071149557847931,0,Poor,0,1,2,19,2,31.07581342907981,6861.360611227455,Snow-covered,Mechanical Failure,7,3229.344757264206,63868.903435693865,Europe,2705.9549988850817,Cartagena,Despejado,50.792491075501225,8.205153272738137,Media (5-10 mi),Templada (40-60°F)
