country,year,month,day_of_week,time_of_day,urban_rural,road_type,weather_conditions,visibility_level,number_of_vehicles_involved,speed_limit,driver_age_group,driver_gender,driver_alcohol_level,driver_fatigue,vehicle_condition,pedestrians_involved,cyclists_involved,severity,number_of_injuries,number_of_fatalities,emergency_response_time,traffic_volume,road_condition,accident_cause,insurance_claims,medical_cost,economic_loss,region,population_density,city,weather_condition,temperature_f,visibility_mi,categoria_visibilidad,categoria_temperatura
USA,2019,October,Tuesday,Evening,Urban,Highway,Windy,135.31889624665905,4,114,41-60,Female,0.0236193990488494,0,Good,2,1,2,12,2,53.52266483438801,1708.7702449353353,Wet,Distracted Driving,5,32235.713072436363,27166.87048139766,North America,4189.724760854958,Cali,Lluvia Leve,76.25556158542378,9.709824939592352,Media (5-10 mi),Cálida (60-80°F)
Canada,2022,February,Friday,Night,Urban,Street,Clear,477.8349413630541,3,32,26-40,Female,0.0246785997001633,1,Moderate,2,0,2,5,3,19.256572615993026,4441.546953976028,Wet,Mechanical Failure,0,38218.073486008085,58674.59759868058,Asia,410.6506409616486,Cartagena,Lluvia Leve,55.80552214337975,9.669706743374087,Media (5-10 mi),Templada (40-60°F)
India,2002,September,Sunday,Morning,Rural,Main Road,Snowy,80.07965300900304,2,44,18-25,Female,0.1501046833100603,1,Moderate,2,1,2,17,2,8.366699153029101,1573.192915484964,Snow-covered,Drunk Driving,1,3911.324306019241,16962.616072780962,North America,410.6351675120192,Cartagena,Neblina,56.313382419978936,6.39421015520383,Media (5-10 mi),Templada (40-60°F)
USA,2023,October,Friday,Evening,Rural,Street,Snowy,476.0320678038174,4,107,18-25,Female,0.0748878103689121,1,Moderate,0,0,2,9,0,49.225983785918125,8343.680844475095,Snow-covered,Distracted Driving,1,11072.178641081213,85587.3546915434,South America,992.2535150682692,Cartagena,Nublado,71.35133485125439,9.418113980131476,Media (5-10 mi),Cálida (60-80°F)
Australia,2007,April,Saturday,Morning,Rural,Main Road,Rainy,453.3861390944003,4,109,41-60,Female,0.1244445225091252,1,Moderate,2,1,2,7,0,42.37119496817391,8769.089677284184,Wet,Weather,5,45051.2141205196,38060.5401757401,Asia,1440.0573380179733,Bogotá,Despejado,64.62658754529346,8.168486957240175,Media (5-10 mi),Cálida (60-80°F)
India,2016,February,Wednesday,Evening,Rural,Highway,Windy,320.44056341819027,3,69,<18,Female,0.1193813920211896,0,Good,0,2,2,9,3,32.64129281196267,935.753875618106,Icy,Drunk Driving,1,2909.221742523218,80014.0427094299,Asia,1150.2720965043998,Medellín,Despejado,86.49587218727294,9.685474264949006,Media (5-10 mi),Muy Cálida (>80°F)
China,2024,July,Sunday,Morning,Urban,Main Road,Snowy,78.86689517224998,2,73,41-60,Male,0.1566806489675301,0,Good,2,2,2,10,3,20.585393197584654,5679.743377559422,Wet,Mechanical Failure,0,23376.42670915629,14618.477540147283,Australia,3351.4930338664785,Medellín,Lluvia Fuerte,75.71863328469064,2.971589166849726,Baja (2-5 mi),Cálida (60-80°F)
Japan,2024,September,Tuesday,Afternoon,Urban,Main Road,Clear,123.17114791821427,4,69,18-25,Female,0.1412445157283354,1,Moderate,2,0,2,8,1,13.70632009076354,7686.592961089733,Dry,Mechanical Failure,2,24783.854078346558,69466.18021930676,Europe,2210.72963628774,Bogotá,Lluvia Fuerte,65.03076484913151,7.833311887936952,Media (5-10 mi),Cálida (60-80°F)
Russia,2011,March,Friday,Afternoon,Urban,Street,Rainy,298.6029981054242,3,93,61+,Male,0.1126869408822551,0,Moderate,2,0,2,1,2,37.34066309877089,668.3914727167247,Snow-covered,Distracted Driving,5,8791.988133156443,70558.37151646514,Asia,2559.0646499539603,Medellín,Neblina,54.56540609284495,6.4940066660288895,Media (5-10 mi),Templada (40-60°F)
Australia,2018,October,Friday,Morning,Rural,Highway,Windy,434.099789686452,3,53,61+,Male,0.0227361359554958,1,Poor,1,2,2,8,2,29.905792717448573,6797.663547741473,Icy,Speeding,4,15649.201785866491,28276.99582175584,North America,4018.987103293402,Bogotá,Lluvia Fuerte,85.52738480373334,1.5474940830287276,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Brazil,2006,September,Monday,Morning,Rural,Street,Snowy,127.80488142532994,4,102,41-60,Female,0.1425873599859038,1,Good,1,0,2,7,3,49.96187699190762,7557.642488671739,Wet,Speeding,2,14527.122590097964,47724.879932328375,Australia,288.14348595207593,Barranquilla,Lluvia Fuerte,94.03782390927053,8.298487673914162,Media (5-10 mi),Muy Cálida (>80°F)
China,2004,September,Saturday,Night,Urban,Main Road,Windy,312.04083081869925,2,81,18-25,Male,0.2433544856733767,1,Moderate,0,0,2,19,2,53.36227660453127,797.9377383108704,Wet,Drunk Driving,4,20559.4049645054,80442.84464727905,North America,3251.859557036548,Cartagena,Lluvia Fuerte,72.12300305321787,7.29251825965415,Media (5-10 mi),Cálida (60-80°F)
Japan,2022,June,Wednesday,Afternoon,Rural,Highway,Windy,422.6963940742429,1,82,18-25,Female,0.0971143248312929,0,Moderate,0,1,2,2,0,29.0674722463362,2112.306594242426,Dry,Speeding,3,40077.24007944353,10532.22459869084,North America,498.5573856809048,Barranquilla,Nublado,72.64001721578825,7.2135920593529566,Media (5-10 mi),Cálida (60-80°F)
Japan,2022,September,Monday,Morning,Rural,Highway,Windy,367.5096141875092,1,66,61+,Male,0.0341231766691157,0,Moderate,0,2,2,5,2,25.810543612419387,7665.479205271259,Dry,Speeding,0,42125.38192521524,40085.06566744366,South America,2711.2717335228795,Bogotá,Lluvia Fuerte,63.95890476602434,9.592301974205174,Media (5-10 mi),Cálida (60-80°F)
UK,2003,April,Tuesday,Evening,Rural,Street,Clear,378.3482131487048,2,74,18-25,Female,0.0764744151824468,0,Good,2,1,2,6,3,41.59894890050977,4873.53871348896,Icy,Distracted Driving,2,31026.0765392827,9878.145940612972,Australia,3223.1557627236457,Medellín,Lluvia Leve,72.068272593387,3.8458393585085835,Baja (2-5 mi),Cálida (60-80°F)
India,2020,November,Saturday,Evening,Rural,Street,Windy,132.02054494038882,4,65,41-60,Female,0.1720765556163286,0,Good,0,0,2,17,3,38.67561451850409,6899.736229753708,Snow-covered,Mechanical Failure,7,33404.737513572625,98093.00838785652,Asia,1233.4728893204033,Bogotá,Nublado,65.69413928567415,6.4891444367964395,Media (5-10 mi),Cálida (60-80°F)
Germany,2015,May,Wednesday,Afternoon,Urban,Main Road,Windy,408.2587323788424,1,49,<18,Female,0.1954803583184256,0,Poor,1,2,2,19,2,45.661147299370775,396.9457462084147,Snow-covered,Drunk Driving,5,42441.55932647759,1125.5076095757531,North America,3587.61136642904,Cali,Lluvia Leve,54.82724187211369,1.7386260987753575,Muy Baja (0-2 mi),Templada (40-60°F)
Russia,2018,January,Sunday,Night,Rural,Highway,Foggy,344.43300379366684,4,32,<18,Male,0.1887339999951849,1,Moderate,0,1,2,2,1,46.07349548591139,1109.2714559294172,Snow-covered,Weather,6,21757.64435696856,45956.30539096232,Asia,2568.8747788216297,Bogotá,Despejado,90.55711109818029,3.818264329550265,Baja (2-5 mi),Muy Cálida (>80°F)
UK,2004,March,Sunday,Afternoon,Urban,Highway,Windy,125.780237742428,2,46,41-60,Male,0.0493619391279562,0,Poor,2,1,2,17,0,21.32958349238074,7876.355000345751,Dry,Weather,5,35282.796579091264,1597.0613847451273,Europe,77.4941052552534,Barranquilla,Lluvia Fuerte,63.64443743990717,0.9588714772152769,Muy Baja (0-2 mi),Cálida (60-80°F)
Russia,2001,July,Sunday,Afternoon,Rural,Highway,Snowy,79.28480748426236,4,39,61+,Female,0.2484636305162978,0,Poor,0,1,2,1,2,43.13755140223645,6199.16613841538,Dry,Mechanical Failure,5,27853.397989698584,67642.95336477965,Asia,3659.721091417088,Cartagena,Despejado,70.92700310941402,3.8680879675698225,Baja (2-5 mi),Cálida (60-80°F)
USA,2017,January,Friday,Night,Urban,Highway,Foggy,316.5910394540201,4,69,<18,Male,0.0349333374243322,0,Poor,0,0,2,10,1,17.831816502247023,1920.3054325445,Wet,Mechanical Failure,1,11514.607200180611,40183.16350458378,North America,1729.3481204954517,Bogotá,Nublado,53.4805817476723,3.7132928275728094,Baja (2-5 mi),Templada (40-60°F)
Canada,2021,August,Wednesday,Afternoon,Urban,Street,Clear,61.40259052564799,4,81,26-40,Male,0.1095974239843554,0,Moderate,2,0,2,5,1,56.33862577093041,4560.932797090172,Snow-covered,Weather,2,14600.8080804542,57043.79257322983,Australia,4725.392833935626,Cartagena,Neblina,85.15290006327541,0.8461725522022843,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Russia,2011,December,Tuesday,Evening,Rural,Main Road,Foggy,315.9736576025057,4,108,26-40,Female,0.1390480159440026,0,Good,1,2,2,14,0,25.62750888690782,5400.293077476516,Snow-covered,Weather,7,25912.47104855632,90690.30801172528,South America,4891.738280552266,Medellín,Nublado,90.48069544751796,0.7662620281844155,Muy Baja (0-2 mi),Muy Cálida (>80°F)
China,2023,June,Wednesday,Evening,Urban,Street,Snowy,91.30346310118664,4,56,61+,Male,0.1233601705181891,1,Poor,1,0,2,12,1,44.90748527682803,7166.748196809012,Snow-covered,Drunk Driving,4,31577.675032483672,81183.16360209015,Australia,1152.4417972180524,Cali,Lluvia Leve,88.71296357872626,5.081128805105601,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2010,January,Saturday,Morning,Rural,Main Road,Snowy,405.5558254086797,1,67,<18,Female,0.0791292759884854,0,Moderate,2,0,2,14,0,30.71480182225292,615.349129233213,Snow-covered,Mechanical Failure,7,1814.4202733566867,49546.14148393768,Asia,4804.621251560061,Medellín,Neblina,85.09918976587866,1.2482035936441753,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Australia,2020,December,Monday,Night,Urban,Highway,Clear,91.20598492610398,3,30,61+,Female,0.0363182207209621,1,Poor,1,2,2,12,0,5.764626811767765,3534.369065832249,Wet,Mechanical Failure,9,35789.229366624524,57447.86351239642,Australia,1257.3700996918076,Barranquilla,Neblina,66.85814053353964,0.7435061648554296,Muy Baja (0-2 mi),Cálida (60-80°F)
Russia,2015,May,Monday,Afternoon,Rural,Street,Clear,191.50303772251647,2,80,61+,Male,0.1421041212806444,1,Good,1,0,2,2,0,42.62880702203884,9786.030238943851,Dry,Drunk Driving,8,43533.47025004555,35565.979429981126,Australia,2216.8391282325165,Barranquilla,Neblina,72.49714307877602,8.485972688615115,Media (5-10 mi),Cálida (60-80°F)
China,2007,May,Sunday,Morning,Urban,Street,Clear,378.4914157206545,4,111,41-60,Female,0.0610101130121079,1,Good,1,2,2,12,1,28.039311435474037,6703.391660617431,Dry,Weather,3,10771.105657419825,21593.729847074075,South America,645.8866326229166,Cali,Lluvia Fuerte,50.04364595234307,1.485045964635906,Muy Baja (0-2 mi),Templada (40-60°F)
Russia,2010,July,Monday,Evening,Rural,Main Road,Snowy,201.94507385056468,2,37,61+,Male,0.1660242853829621,1,Good,0,1,2,8,1,27.224467254083937,2606.143896871817,Snow-covered,Distracted Driving,5,48290.46460016435,51098.36823673597,Europe,1505.0345442934838,Cartagena,Nublado,92.97656166015909,9.626092579723691,Media (5-10 mi),Muy Cálida (>80°F)
Russia,2024,June,Monday,Morning,Rural,Main Road,Windy,212.30997118529717,2,95,<18,Male,0.0148088967809484,1,Good,0,2,2,12,0,8.565435170036,5331.666602350925,Dry,Mechanical Failure,1,44644.85669741343,39848.56890384211,South America,4404.021074522049,Cali,Nublado,54.59598418267008,4.317890240753056,Baja (2-5 mi),Templada (40-60°F)
India,2021,June,Tuesday,Morning,Urban,Street,Windy,389.6221721519015,4,48,41-60,Male,0.190720090032994,1,Poor,0,0,2,7,3,36.11113872621213,1966.6545051309372,Snow-covered,Weather,3,21613.21139311975,87902.16059154605,South America,2935.5551817637447,Cartagena,Lluvia Fuerte,87.16927741490802,2.4454338989986293,Baja (2-5 mi),Muy Cálida (>80°F)
UK,2021,May,Tuesday,Evening,Rural,Street,Windy,290.32271478126586,2,103,26-40,Female,0.20858616884923,1,Poor,0,2,2,14,3,30.87612129964315,375.7035271624432,Snow-covered,Speeding,8,29394.556514948446,11956.222529130027,North America,4463.712649012689,Barranquilla,Neblina,77.62160028266169,7.222532298751787,Media (5-10 mi),Cálida (60-80°F)
Australia,2000,September,Monday,Afternoon,Rural,Main Road,Rainy,112.77422605287214,2,111,18-25,Female,0.0356384113797536,1,Poor,1,2,2,15,2,17.331292326963244,9807.707054262126,Snow-covered,Speeding,0,22031.9575422025,93364.75953408449,Australia,2264.6945141057367,Bogotá,Nublado,65.50278688884401,7.665921000623988,Media (5-10 mi),Cálida (60-80°F)
Germany,2018,February,Friday,Night,Rural,Street,Snowy,168.70822141189447,4,50,61+,Female,0.168464137499706,1,Moderate,1,1,2,14,2,59.629124458547,3135.084046241521,Icy,Weather,7,45263.89897847689,31560.352981156047,Australia,4030.5368898676015,Medellín,Lluvia Fuerte,78.48126491443016,4.24757899860937,Baja (2-5 mi),Cálida (60-80°F)
China,2013,September,Friday,Evening,Urban,Main Road,Snowy,123.6382220636811,3,87,<18,Female,0.0800643332325315,0,Good,0,2,2,18,1,22.85122065369619,3415.753066439315,Wet,Weather,5,16460.07631196126,92685.621471146,Europe,3119.9226843814854,Barranquilla,Lluvia Leve,72.11642433675866,5.821855373124521,Media (5-10 mi),Cálida (60-80°F)
Brazil,2022,June,Monday,Evening,Urban,Highway,Windy,288.2246471705634,4,67,<18,Male,0.0335117810822896,1,Good,1,1,2,0,1,47.90385079981476,2121.8450668947817,Snow-covered,Distracted Driving,4,36174.77507328896,59180.19258908298,Europe,4301.64729295384,Cartagena,Despejado,60.305321604692296,3.046288194692989,Baja (2-5 mi),Cálida (60-80°F)
Australia,2007,September,Friday,Morning,Rural,Main Road,Clear,357.9818090888113,2,104,61+,Female,0.0196906710975938,1,Good,0,1,2,15,3,51.5237945396601,3318.363179923503,Icy,Weather,3,40734.60984701057,88874.74325213762,North America,2913.8473842810517,Cartagena,Despejado,78.35734498715864,1.826566550952003,Muy Baja (0-2 mi),Cálida (60-80°F)
India,2013,April,Monday,Night,Rural,Street,Windy,346.5579404601675,4,39,41-60,Male,0.2486550556681883,0,Moderate,2,1,2,19,0,20.370371305410814,136.83644893427737,Snow-covered,Speeding,1,12998.87791630026,51411.21881348924,Asia,3104.479169907112,Cali,Lluvia Fuerte,72.97855231204139,8.70566314529956,Media (5-10 mi),Cálida (60-80°F)
Canada,2006,February,Sunday,Afternoon,Rural,Main Road,Windy,70.86312928558837,1,54,61+,Female,0.0002937459224369,1,Moderate,2,0,2,18,4,37.050657115558046,2198.539962400214,Snow-covered,Drunk Driving,0,38163.84627474096,60317.77735784136,Australia,3119.095138544815,Cali,Despejado,73.71676889469349,4.660807393642206,Baja (2-5 mi),Cálida (60-80°F)
Brazil,2002,July,Wednesday,Morning,Rural,Highway,Rainy,407.0125085382127,1,72,18-25,Male,0.0964141457468091,1,Moderate,1,0,2,18,4,14.156547013659102,2207.3538813321493,Dry,Drunk Driving,7,10128.171536778553,12799.297540668504,North America,3138.774340817436,Cali,Despejado,63.79062591189245,5.512366435715877,Media (5-10 mi),Cálida (60-80°F)
India,2014,March,Saturday,Afternoon,Rural,Highway,Rainy,136.31311860227956,2,81,26-40,Female,0.1144500748924235,0,Poor,0,2,2,3,2,50.74250713342555,6264.057945666418,Dry,Mechanical Failure,9,46844.976714371885,6753.934411189852,Europe,3658.377438233768,Medellín,Neblina,54.77153977238516,5.167953749116418,Media (5-10 mi),Templada (40-60°F)
Japan,2024,May,Friday,Afternoon,Rural,Street,Snowy,442.1716164736435,2,34,26-40,Female,0.2024504005100156,1,Good,0,2,2,7,0,27.03552548373335,6045.215532870708,Dry,Drunk Driving,6,40101.61151578726,25687.93198167422,Europe,978.7033809692284,Cali,Despejado,63.86609405099426,6.868268865355369,Media (5-10 mi),Cálida (60-80°F)
India,2022,June,Thursday,Afternoon,Rural,Street,Windy,124.66382277109034,4,105,<18,Female,0.0932846409304102,0,Poor,2,2,2,3,0,29.41952266292086,5962.187556881732,Dry,Drunk Driving,3,30735.86777894651,2512.9769628159693,North America,838.0463396492639,Bogotá,Neblina,57.37650389058379,8.01213857783047,Media (5-10 mi),Templada (40-60°F)
China,2021,October,Wednesday,Morning,Rural,Highway,Foggy,215.32337625056712,4,110,26-40,Female,0.1333262909519619,0,Moderate,1,0,2,16,3,16.274226687977592,9713.669067631314,Snow-covered,Speeding,8,45532.96621421455,51505.69973769023,Asia,4647.76829098276,Cali,Despejado,54.54128232403746,5.455023403556571,Media (5-10 mi),Templada (40-60°F)
Australia,2017,April,Tuesday,Evening,Urban,Highway,Rainy,313.5964591843474,4,98,41-60,Male,0.044666416895985,1,Poor,2,2,2,3,4,49.253633293326736,8290.684959933666,Dry,Drunk Driving,7,7115.434334282969,62384.57983419125,Europe,895.3369155104526,Cartagena,Lluvia Leve,59.25488202215611,2.9146086893546035,Baja (2-5 mi),Templada (40-60°F)
Russia,2019,May,Thursday,Night,Urban,Highway,Rainy,275.51292842464284,4,73,26-40,Male,0.0304284792175731,1,Moderate,2,1,2,10,1,12.49490495528994,9454.53490427205,Icy,Speeding,6,26116.501472672586,62936.86728961739,North America,3325.449497049807,Bogotá,Neblina,51.58238373323287,4.084474697915287,Baja (2-5 mi),Templada (40-60°F)
UK,2004,August,Friday,Night,Urban,Street,Rainy,136.88638319148055,2,45,18-25,Female,0.1239322462166374,1,Good,1,0,2,2,1,27.249357131348276,1583.0039326370363,Wet,Distracted Driving,9,29234.03466684632,23356.846871874644,North America,1259.476702402009,Barranquilla,Lluvia Leve,86.15225831523941,7.318789789543985,Media (5-10 mi),Muy Cálida (>80°F)
China,2014,March,Saturday,Night,Urban,Main Road,Clear,358.99270779699845,2,113,26-40,Female,0.1242986687711183,1,Moderate,0,0,2,8,3,51.44441389009609,7311.2242852486115,Dry,Speeding,7,14178.993801671357,7420.92700050137,Australia,2489.555249421333,Bogotá,Neblina,88.78444488824135,7.55970221145255,Media (5-10 mi),Muy Cálida (>80°F)
India,2005,January,Friday,Night,Urban,Highway,Clear,301.81661931389255,4,77,18-25,Female,0.0043324206372584,0,Moderate,2,0,2,19,3,26.85318784941242,8262.180852683025,Icy,Weather,5,26784.49459024344,18187.104668153304,Asia,1000.1952787267812,Bogotá,Nublado,52.28258523038515,1.3101679269604196,Muy Baja (0-2 mi),Templada (40-60°F)
Germany,2023,July,Wednesday,Night,Rural,Highway,Clear,461.3559722154817,1,75,41-60,Male,0.0501935693961358,0,Poor,2,1,2,10,1,21.72184910648306,1395.85764139271,Wet,Distracted Driving,7,47262.48640617896,20580.427468057427,North America,3109.64151584533,Medellín,Lluvia Fuerte,58.786381625194785,1.029804295548033,Muy Baja (0-2 mi),Templada (40-60°F)
USA,2022,December,Thursday,Evening,Rural,Highway,Clear,471.83314344551735,1,67,61+,Female,0.0931410166026119,0,Poor,2,1,2,1,2,32.74214952871406,8165.313153145518,Snow-covered,Weather,7,20200.748869091916,70759.28127479462,North America,4568.161721746426,Cartagena,Lluvia Leve,58.316914964979254,5.766747530406553,Media (5-10 mi),Templada (40-60°F)
Russia,2012,March,Thursday,Morning,Urban,Main Road,Windy,360.0985989491325,3,46,26-40,Female,0.0761095210096653,1,Poor,0,0,2,7,2,49.48335127079593,4468.645032130999,Wet,Weather,2,46385.01660645693,56213.89269525878,Europe,1581.570805480278,Barranquilla,Nublado,68.72790121230231,8.226642035598394,Media (5-10 mi),Cálida (60-80°F)
UK,2009,November,Tuesday,Night,Urban,Main Road,Windy,335.2906820086518,2,111,41-60,Male,0.0317121363914282,1,Good,2,1,2,3,2,6.312871094283308,5304.512764824664,Dry,Weather,6,20782.44764159404,62352.53261595029,Australia,2500.8088842595607,Medellín,Nublado,55.28794217911648,3.428871250006237,Baja (2-5 mi),Templada (40-60°F)
Australia,2009,June,Tuesday,Morning,Urban,Main Road,Foggy,119.18786324786116,4,54,41-60,Female,0.0752032845272609,0,Good,1,2,2,12,4,34.90305181613402,7019.758579617389,Snow-covered,Drunk Driving,6,35741.308727500924,2669.097026774967,Europe,2445.8377951828693,Bogotá,Despejado,77.03209450537415,9.98049375182064,Media (5-10 mi),Cálida (60-80°F)
Germany,2003,January,Wednesday,Evening,Rural,Street,Rainy,88.37439047499947,2,107,61+,Female,0.169411107736148,1,Good,2,2,2,19,3,43.38348317735216,8638.54560759235,Dry,Mechanical Failure,0,4518.419373429112,84584.98402021866,Australia,1152.6851984584,Cali,Nublado,80.26913822072429,7.6164762134457025,Media (5-10 mi),Muy Cálida (>80°F)
Russia,2019,February,Wednesday,Evening,Rural,Highway,Rainy,330.3533019723569,3,34,18-25,Male,0.1503070478507492,0,Good,2,0,2,19,0,27.58848217508067,9893.078943082894,Wet,Distracted Driving,8,22569.75701075917,62113.0993988208,South America,3993.66343100387,Medellín,Lluvia Fuerte,52.79401589765141,8.137248330427607,Media (5-10 mi),Templada (40-60°F)
Germany,2007,October,Monday,Evening,Rural,Highway,Clear,406.8647686225239,2,88,41-60,Male,0.2098333097064534,0,Moderate,2,0,2,12,0,32.48598189805092,8397.262746823366,Snow-covered,Speeding,1,17568.46360514481,35235.02271139617,Europe,1721.8989617377874,Medellín,Lluvia Fuerte,91.7233139042417,5.283146713306946,Media (5-10 mi),Muy Cálida (>80°F)
Germany,2019,January,Sunday,Afternoon,Urban,Main Road,Rainy,458.26672342507135,3,44,41-60,Female,0.1049405566584702,1,Good,0,2,2,9,4,43.90793189088414,3623.9463517341615,Dry,Drunk Driving,3,14303.62033366727,57384.62483921123,Australia,3679.403905955772,Barranquilla,Lluvia Leve,88.98827156342581,0.911013533850921,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Germany,2014,July,Wednesday,Evening,Rural,Highway,Rainy,137.7815335405959,2,41,41-60,Female,0.0622318711559003,1,Moderate,0,0,2,17,1,55.40898106046319,9383.022536110955,Snow-covered,Drunk Driving,5,11109.380276894168,66318.9441887062,South America,3738.330544685968,Cali,Lluvia Leve,93.16132060536762,7.3260365633482465,Media (5-10 mi),Muy Cálida (>80°F)
China,2007,October,Friday,Evening,Urban,Street,Foggy,275.3274134766623,3,69,26-40,Female,0.050197889915013,1,Poor,0,0,2,1,1,56.514868936356216,8732.700371819865,Snow-covered,Mechanical Failure,1,40859.19002856106,40667.78520297837,Asia,1930.1060010688404,Cali,Nublado,85.87159910414378,4.719157013998549,Baja (2-5 mi),Muy Cálida (>80°F)
Australia,2008,April,Thursday,Afternoon,Rural,Highway,Snowy,416.050100118996,4,67,41-60,Female,0.0439048617244514,1,Poor,1,2,2,10,3,20.1768490634795,8532.124332376998,Snow-covered,Mechanical Failure,0,26879.55931062612,76766.06389824345,Australia,3478.070479252546,Bogotá,Neblina,89.60016460198796,2.1597965301439177,Baja (2-5 mi),Muy Cálida (>80°F)
Japan,2015,May,Saturday,Night,Urban,Highway,Foggy,389.3660965412329,4,95,41-60,Male,0.0489135723339066,0,Poor,1,2,2,7,3,12.41554518133617,7906.661562018108,Snow-covered,Speeding,3,623.3790689957732,65469.17077713836,Australia,2493.430422787669,Cali,Lluvia Leve,71.17307809552838,1.8157022659750317,Muy Baja (0-2 mi),Cálida (60-80°F)
Canada,2023,May,Thursday,Afternoon,Rural,Main Road,Snowy,173.81650023978955,3,49,18-25,Female,0.1151689761154591,1,Moderate,2,0,2,17,3,20.06993063070552,851.8658396876285,Wet,Speeding,5,27740.674229290104,86356.56204815733,Australia,1991.5142707693408,Barranquilla,Despejado,64.70560915651932,6.530400091603928,Media (5-10 mi),Cálida (60-80°F)
Brazil,2023,February,Saturday,Morning,Urban,Main Road,Snowy,404.9376554476432,2,43,26-40,Male,0.1768589376897962,0,Good,0,1,2,1,0,46.47060419705156,3562.343370337111,Wet,Distracted Driving,4,15481.85537966977,26368.22808961949,Asia,2490.8052078878595,Cartagena,Lluvia Fuerte,92.3652766790629,4.03637697638611,Baja (2-5 mi),Muy Cálida (>80°F)
Brazil,2019,June,Friday,Night,Urban,Main Road,Windy,70.22276324856284,2,38,<18,Female,0.1206000051179841,0,Good,0,0,2,18,2,24.510306715591668,869.0005108106243,Dry,Weather,2,23756.37596106992,48639.8546090752,Asia,1853.124781627236,Medellín,Lluvia Fuerte,79.23774153545082,1.7679482655924599,Muy Baja (0-2 mi),Cálida (60-80°F)
Brazil,2023,May,Friday,Afternoon,Rural,Main Road,Windy,471.5031452880126,1,96,<18,Male,0.0435999912425998,1,Poor,1,1,2,7,0,29.718500178283467,6012.377192982031,Icy,Distracted Driving,5,14201.85842594614,66584.79212567634,North America,4966.411623981201,Barranquilla,Neblina,87.59581371120052,1.1808170805993352,Muy Baja (0-2 mi),Muy Cálida (>80°F)
India,2019,August,Tuesday,Afternoon,Rural,Street,Foggy,384.29741358079394,1,44,61+,Female,0.0589408882742026,0,Moderate,2,0,2,5,2,32.58660203902669,9385.845206486963,Snow-covered,Weather,3,44085.33989996789,19381.8449639861,Asia,2194.0876507823327,Barranquilla,Lluvia Fuerte,76.20582100239045,8.309689836712497,Media (5-10 mi),Cálida (60-80°F)
Germany,2010,April,Sunday,Night,Urban,Main Road,Rainy,105.85264552872692,4,48,18-25,Female,0.240496213993866,0,Moderate,1,0,2,13,0,14.24256180021932,437.3866320493537,Dry,Weather,3,47874.88918244872,93129.48817889194,North America,205.2212133385056,Barranquilla,Despejado,67.28268074215663,7.886928120865483,Media (5-10 mi),Cálida (60-80°F)
USA,2012,September,Thursday,Morning,Urban,Main Road,Rainy,351.9567007814757,4,105,41-60,Female,0.029793376474209,1,Moderate,0,1,2,8,1,23.96710596913927,3473.4027433573287,Wet,Mechanical Failure,0,21314.21317804953,90866.47345601342,Europe,1905.7089184267925,Medellín,Despejado,85.94447286338706,4.438276504636108,Baja (2-5 mi),Muy Cálida (>80°F)
Australia,2005,July,Thursday,Night,Urban,Main Road,Foggy,410.2627775673473,4,101,61+,Female,0.1520353174731299,1,Poor,0,0,2,12,1,42.1841184932176,3062.786331655395,Icy,Speeding,2,44454.53283726898,24222.900848050107,South America,4020.998100531287,Cartagena,Nublado,57.12574226860773,6.804590243641271,Media (5-10 mi),Templada (40-60°F)
China,2022,January,Monday,Night,Rural,Street,Rainy,217.55716361170047,2,99,26-40,Female,0.1043002671267376,1,Poor,0,0,2,4,4,16.88212004328809,6297.835633707097,Snow-covered,Distracted Driving,7,12261.633005445428,73679.73521190854,Europe,3410.566946226265,Bogotá,Neblina,85.53546163016625,8.759409905124677,Media (5-10 mi),Muy Cálida (>80°F)
China,2007,December,Monday,Night,Rural,Street,Foggy,204.5311393627952,1,49,<18,Female,0.0658358242164718,1,Poor,1,2,2,8,2,49.957648009818,1666.7675263277176,Dry,Drunk Driving,3,10142.555462146853,69406.53875900265,Australia,3446.3911088339046,Cali,Lluvia Fuerte,88.55054909733877,2.4652444416430637,Baja (2-5 mi),Muy Cálida (>80°F)
Japan,2010,May,Saturday,Night,Urban,Highway,Foggy,391.3728961159048,1,90,61+,Male,0.2073118498603654,0,Good,1,0,2,9,1,40.1944502859262,3085.1650743403857,Snow-covered,Speeding,6,518.771928722215,56012.96161094214,Australia,199.3997644600148,Barranquilla,Despejado,85.47579961586524,8.766513343872811,Media (5-10 mi),Muy Cálida (>80°F)
India,2015,February,Friday,Morning,Urban,Street,Snowy,423.6137282521296,4,86,<18,Female,0.1980745278962568,1,Moderate,1,2,2,12,2,28.94212588866516,5590.33245781954,Snow-covered,Drunk Driving,1,10515.312729526766,73121.67849336588,Australia,1032.8904642928646,Cartagena,Lluvia Fuerte,85.63158341680206,4.19832398616526,Baja (2-5 mi),Muy Cálida (>80°F)
